ID,Title,Author(s),Source,Journal,Language(s),Publication year
S1414-40772022000100005-scl,Aplicação do conceito de crowdsourcing na avaliação de instituições de ensino superior: um estudo comparativo entre instituições públicas e privadas,"Vianna, Fernando, Graeml, Alexandre, Peinado, Jurandir",Avaliação: Revista da Avaliação da Educação Superior (Campinas); 27(1); 5-26,Avaliação: Revista da Avaliação da Educação Superior (Campinas),Português,2022
S1413-82712022000100001-scl,Psychological Adjustment of Children with Cancer: Relapse and Survival Perspectives,"Wechsler, Amanda Muglia, Bragado-Álvarez, Carmen, Hernández-Lloreda, María José, Lopes, Luiz Fernando, Perina, Elisa Maria",Psico-USF; 27(1); 1-15,Psico-USF,Inglês,2022
S1413-82712022000100017-scl,Bullying e Habilidades Sociais de Estudantes em Transição Escolar,"Silva, Jorge Luiz da, Figueiredo, Glória Lúcia Alves de, Nascimento, Lilian Cristina Gomes do, Beretta, Regina Célia de Souza, Fernandez, José Eugenio Rodrígues, Pereira, Beatriz Oliveira",Psico-USF; 27(1); 17-29,Psico-USF,Português,2022
S1413-23112022000100033-scl,EFEITOS DO MODELO DE FINANCIAMENTO NA AUTONOMIA DAS UNIVERSIDADES PÚBLICAS: ANÁLISE SOB O ENFOQUE INSTITUCIONAL,"Silva, Thaís Alves da, Crubellate, João Marcelo",REAd. Revista Eletrônica de Administração (Porto Alegre); 28(1); 33-63,REAd. Revista Eletrônica de Administração (Porto Alegre),Português,2022
S1413-81232022000100299-scl,Prevenção e controle de resistência aos antimicrobianos na Atenção Primária à Saúde: evidências para políticas,"Araújo, Bruna Carolina de, Melo, Roberta Crevelário de, Bortoli, Maritsa Carla de, Bonfim, José Ruben de Alcântara, Toma, Tereza Setsuko",Ciência & Saúde Coletiva; 27(1); 299-314,Ciência & Saúde Coletiva,Português,2022
S1413-81232022000100325-scl,"Gastos catastróficos em saúde: análise da associação com condições socioeconômicas em Minas Gerais, Brasil","Macedo, Jéssica de Brito, Boing, Alexandra Crispim, Andrade, Juliana Mara, Saulo, Helton, Fernandez, Rodrigo Nobre, Andrade, Fabíola Bof de",Ciência & Saúde Coletiva; 27(1); 325-334,Ciência & Saúde Coletiva,Português,2022
S1413-81232022000100325-scl,"Gastos catastróficos em saúde: análise da associação com condições socioeconômicas em Minas Gerais, Brasil","Macedo, Jéssica de Brito, Boing, Alexandra Crispim, Andrade, Juliana Mara, Saulo, Helton, Fernandez, Rodrigo Nobre, Andrade, Fabíola Bof de",Ciência & Saúde Coletiva; 27(1); 325-334,Ciência & Saúde Coletiva,Português,2022
S0100-72032022000100047-scl,Assistance to Victims of Sexual Violence in a Referral Service: A 10-Year Experience,"Jesus, Gabriel Ramalho de, Rodrigues, Natália Pavoni, Braga, Giordana Campos, Abduch, Renata, Melli, Patricia Pereira dos Santos, Duarte, Geraldo, Quintana, Silvana Maria",Revista Brasileira de Ginecologia e Obstetrícia; 44(1); 47-54,Revista Brasileira de Ginecologia e Obstetrícia,Inglês,2022
S0104-40362022000100182-scl,School transportation program as means to improve public education in a minor rural town in Northeastern Brazil,"Nascimento, Maria Victória Leal de Almeida, Andrade, Mauricio Oliveira de",Ensaio: Avaliação e Políticas Públicas em Educação; 30(114); 182-206,Ensaio: Avaliação e Políticas Públicas em Educação,Inglês,2022
S0104-40362022000100232-scl,Resolução colaborativa de problemas: resultados brasileiros no Pisa,"Leite, Andriele Ferreira Muri, Miranda, Patrícia Ferreira, Loye, Nathalie",Ensaio: Avaliação e Políticas Públicas em Educação; 30(114); 232-253,Ensaio: Avaliação e Políticas Públicas em Educação,Português,2022
S0104-40362022000100052-scl,A questão da validade na avaliação educacional brasileira,"Jesus, Girlene Ribeiro de, Rêgo, Renata Manuelly de Lima, Souza, Victor Vasconcelos de",Ensaio: Avaliação e Políticas Públicas em Educação; 30(114); 52-72,Ensaio: Avaliação e Políticas Públicas em Educação,Português,2022
S0104-40362022000100094-scl,Internationalization of Higher Education Institutions: perceptions of scholars,"Costa, Rejane Pinto, Canen, Alberto Gabbay",Ensaio: Avaliação e Políticas Públicas em Educação; 30(114); 94-115,Ensaio: Avaliação e Políticas Públicas em Educação,Inglês,2022
S0104-40362022000100116-scl,Emprego do Data Envelopment Analysis (DEA) para estimar a eficiência escolar,"Muniz, Rita de Fátima, Andriola, Wagner Bandeira, Muniz, Sheila Maria, Thomaz, Antônio Clécio Fontelles",Ensaio: Avaliação e Políticas Públicas em Educação; 30(114); 116-140,Ensaio: Avaliação e Políticas Públicas em Educação,Português,2022
S0004-282X2022000100043-scl,EEG education in Brazil: a national survey of adult neurology residents Brazil,"Lourenço, Elora Sampaio, Kowacs, Dora Pedroso, Gavvala, Jay Raman, Kowacs, Pedro André, NASCIMENTO, Fábio Augusto",Arquivos de Neuro-Psiquiatria; 80(1); 43-47,Arquivos de Neuro-Psiquiatria,Inglês,2022
S0004-282X2022000100062-scl,Brief International Cognitive Assessment for Multiple Sclerosis (BICAMS): discrete and regression-based norms for the Brazilian context BICAMS (BICAMS) regressionbased regression based (BICAMS,"Spedo, Carina Tellaroli, Pereira, Danilo de Assis, Frndak, Seth Edward, Marques, Vanessa Daccach, Barreira, Amilton Antunes, Smerbeck, Alan, Silva, Pedro Henrique Rodrigues da, Benedict, Ralph H. B.",Arquivos de Neuro-Psiquiatria; 80(1); 62-68,Arquivos de Neuro-Psiquiatria,Inglês,2022
S0004-27492022005007211-scl,Impact of SARS-CoV-2 pandemic on ophthalmological emergency visits: 1 year of experience,"Ribeiro, Lucas Zago, Nakayama, Luis Filipe, Regatieri, Caio Vinicius Saito",Arquivos Brasileiros de Oftalmologia; (ahead); -,Arquivos Brasileiros de Oftalmologia,Inglês,2022
S0004-27492022005011211-scl,Translation and validation to Portuguese of a 60-item questionnaire to evaluate theoretical knowledge in fundus examination,"Ayub, Gabriel, Gregorio, Breno Di, Wolf, Nelson, Yonamine, Milena, Vasconcelos, José Paulo Cabral de",Arquivos Brasileiros de Oftalmologia; (ahead); -,Arquivos Brasileiros de Oftalmologia,Inglês,2022
S1414-81452022000100230-scl,Padrão de sono em crianças de 12 a 36 meses de idade,"Marinho, Catarina Andreia Rosa Saraiva, Duarte, João Carvalho, Koch, Cândida, Santos, Margarida Reis",Escola Anna Nery; 26(); -,Escola Anna Nery,"Português, Inglês",2022
S0034-71672022001100204-scl,Effect of educational video on newborn care for the knowledge of pregnant and postpartum women and their families,"Sousa, Leilane Barbosa de, Braga, Hévila Ferreira Gomes Medeiros, Alencastro, Aynoan de Sousa Amaro, Silva, Maria Jocelane Nascimento da, Oliveira, Brena Shellem Bessa de, Santos, Lydia Vieira Freitas dos, Melo, Emanuella Silva Joventino",Revista Brasileira de Enfermagem; 75(); -,Revista Brasileira de Enfermagem,"Português, Inglês",2022
S1806-11172022000100601-scl,A gamificação como design instrucional,"Studart, Nelson",Revista Brasileira de Ensino de Física; 44(); -,Revista Brasileira de Ensino de Física,Português,2022
S0034-71672022000400173-scl,Unsatisfactory completeness of nurses’ records in the medical records of users with tuberculosis,"Silva Júnior, José Nildo de Barros, Guedes, Haline Costa dos Santos, Januário, Dilyane Cabral, Silva, Ana Cristina de Oliveira e, Palha, Pedro Fredemir, Nogueira, Matheus Figueiredo, Barrêto, Anne Jaquelyne Roque",Revista Brasileira de Enfermagem; 75(3); -,Revista Brasileira de Enfermagem,"Português, Inglês",2022
S1519-69842022000100265-scl,Parasitic contamination of fresh vegetables sold in open markets: a public health threat,"Khan, W., Rafiq, N., Nawaz, M. A., Kabir, M., Farooqi, Z. Ur R., Romman, M., Parvez, R., Alfarraj, S., Noor, A., Ujjan, A. A.",Brazilian Journal of Biology; 82(); -,Brazilian Journal of Biology,Inglês,2022
S0034-71672022000400180-scl,Nurse’s competences in promoting women’s health in light of the Galway Consensus,"Cordeiro, Valeska Macêdo Cruz, Morais, Vanessa Macêdo Cruz Cordeiro de, Magalhães, Beatriz de Castro, Silva, Micaelle de Sousa, Costa, Milena Silva, Silva, Viviane Martins da, Santos, Rosely Leyliane dos",Revista Brasileira de Enfermagem; 75(3); -,Revista Brasileira de Enfermagem,"Português, Inglês",2022
S0034-71672022000400179-scl,The Healthcare Failure Mode and Effect Analysis as a tool to evaluate care protocols,"Abi, Alissa Xavier da Costa Furtado, Cruz, Elaine Dhemer de Almeida, Pontes, Letícia, Santos, Tatiane dos, Felix, Jorge Vinícius Cestari",Revista Brasileira de Enfermagem; 75(3); -,Revista Brasileira de Enfermagem,"Português, Inglês",2022
S0034-71672022000400175-scl,Professional performance in the administration of medicines in pediatrics: a study cross-sectional observational,"Sandoval, Lilia Jannet Saldarriaga, Lima, Francisca Elisângela Teixeira, Barbosa, Lorena Pinheiro, Pascoal, Lívia Maia, Almeida, Paulo César de, Morán, Yesenia Luna",Revista Brasileira de Enfermagem; 75(3); -,Revista Brasileira de Enfermagem,"Inglês, Espanhol",2022
S0100-55022022000100212-scl,O ensino remoto no curso de Medicina de uma universidade brasileira em tempos de pandemia,"Campos Filho, Amadeu Sá de, Ribeiro Sobrinho, João Marcelo Duarte, Romão, Ricardo Fusano, Silva, Carlos Henrique Nascimento Domingues da, Alves, Júlio Cesar Pereira, Rodrigues, Rodrigo Lins",Revista Brasileira de Educação Médica; 46(1); -,Revista Brasileira de Educação Médica,Português,2022
S0100-55022022000100403-scl,Singular Therapeutic Project in the management of complex cases: experience report in PEW-Health Interprofessionality,"Ferreira, Maynara Guaripuna, Ferreira, Kathleen Hanna Gonçalves, Souza, Cibelle Regina Piani de, Ortiz, Priscila Cherley de Araújo, Almeida, Rodrigo Guimarães dos Santos, Silva, Adélia Delfina da Motta",Revista Brasileira de Educação Médica; 46(1); -,Revista Brasileira de Educação Médica,"Português, Inglês",2022
S1414-81452022000100251-scl,Competência de idosos cuidadores informais de pessoas em assistência domiciliar,"Santos, Fernanda Gatez Trevisan dos, Harmuch, Camila, Paiano, Marcelle, Radovanovic, Cremilde Aparecida Trindade, Rêgo, Anderson da Silva, Carreira, Lígia",Escola Anna Nery; 26(); -,Escola Anna Nery,"Português, Inglês",2022
S0080-62342022000100602-scl,"Multisensory integration approach, cognitive domains, meaningful learning: reflections for undergraduate nursing education","Esplendori, Gabriela Feitosa, Kobayashi, Rika Miyahara, Püschel, Vilanice Alves de Araújo",Revista da Escola de Enfermagem da USP; 56(); -,Revista da Escola de Enfermagem da USP,"Português, Inglês",2022
S0103-73072022000100513-scl,"Educação Aberta, Letramento Midiático e MOOCs: Questões para a prática docente, a partir da ecologia das mídias","Siqueira, Alexandra Bujokas de",Pro-Posições; 33(); -,Pro-Posições,"Português, Inglês",2022
S2176-94512022000100305-scl,The relationship between orthodontic treatment and temporomandibular disorders: A dental specialists’ perspective,"AL-GROOSH, Dheaa H., ABID, Mushriq, SALEH, Ahmed Kassem",Dental Press Journal of Orthodontics; 27(1); -,Dental Press Journal of Orthodontics,Inglês,2022
S2448-24552022000100214-scl,SURFING ON PHYSICAL EDUCATION CURRICULUM AND THE IMPACT ON STUDENT’S WELL-BEING,"Silva, Bruno, Cruz, Gonçalo, Bentes, Renato, Lima, Ricardo Franco",Journal of Physical Education; 33(); -,Journal of Physical Education,Inglês,2022
S1984-249X2022000100304-scl,"“Vais te maravilhar ao ouvires!” - Conservação, mousike e o elogio de Platão à arte egípcia em Leis II, 653c - 654ª","Brunhara, Rafael, Meneguzzi, Ana Clara",Revista Archai; (32); -,Revista Archai,Português,2022
S2317-17822022000500305-scl,Desempenho de adolescentes no discurso narrativo oral e fatores associados,"Araújo, Samantha Gomes, Martins-Reis, Vanessa de Oliveira, Couto, Erica de Araújo Brandão, Alves, Luciana Mendonça",CoDAS; 34(5); -,CoDAS,"Português, Inglês",2022
S0080-62342022000100433-scl,Permanent health education in a nursing technician course,"Lima, Fernanda Juliano de, Dorneles, Letícia Lopes, Pereira, Marta Cristiane Alves, Gatto Júnior, José Renato, Góes, Fernanda dos Santos Nogueira de, Camargo, Rosangela Andrade Aukar de",Revista da Escola de Enfermagem da USP; 56(); -,Revista da Escola de Enfermagem da USP,"Português, Inglês",2022
S0080-62342022000100434-scl,Participation of adolescents from the Quilombola community in the creation of an educational game about alcohol consumption,"Moraes-Partelli, Adriana Nunes, Coelho, Marta Pereira, Santos, Séfora Gasparini, Santos, Isabela Lorencini, Cabral, Ivone Evangelista",Revista da Escola de Enfermagem da USP; 56(); -,Revista da Escola de Enfermagem da USP,"Português, Inglês",2022
S1414-81452022000100261-scl,Construção e validação de vídeo educativo para estudantes de enfermagem sobre a parada cardiorrespiratória obstétrica,"Correia Muniz, Marcela Lourene, Galindo Neto, Nelson Miguel, Sá, Guilherme Guarino de Moura, Pereira, Juliana de Castro Nunes, Nascimento, Marilene Cordeiro do, Santos, Carmina Silva dos",Escola Anna Nery; 26(); -,Escola Anna Nery,"Português, Inglês",2022
S0102-311X2022000305013-scl,Implementation in restorative treatments in public health: a 10-year analysis of resin composite procurement in Brazil,"Balbinot, Gabriela de Souza, Celeste, Roger Keller, Leitune, Vicente Castelo Branco, Collares, Fabrício Mezzomo",Cadernos de Saúde Pública; 38(3); -,Cadernos de Saúde Pública,Inglês,2022
S0103-11042022000500206-scl,Covid-19: Repercussions on the mental health of higher education students,"Oliveira, Eliany Nazaré, Vasconcelos, Maristela Inês Osawa, Almeida, Paulo César, Pereira, Paulo Jorge de Almeida, Linhares, Maria Socorro Carneiro, Ximenes Neto, Francisco Rosemiro Guimarães, Aragão, Joyce Mazza Nunes",Saúde em Debate; 46(spe1); 206-220,Saúde em Debate,"Português, Inglês",2022
S0104-07072022000100320-scl,JOB ROTATION APPROACH AMONG NURSES: A COMPARATIVE STUDY,"Alfuqaha, Othman A., Al-Hiary, Sakher S., Al-Hemsi, Haifa A.",Texto & Contexto - Enfermagem; 31(); -,Texto & Contexto - Enfermagem,Inglês,2022
S1806-37132022000300500-scl,Bronchoscopy simulation training in the post-pandemic world,"Vieira, Lais Meirelles Nicoliello, Camargos, Paulo Augusto Moreira, Ibiapina, Cássio da Cunha",Jornal Brasileiro de Pneumologia; 48(3); -,Jornal Brasileiro de Pneumologia,"Português, Inglês",2022
S0100-55022022000100223-scl,Assistive technologies for visual and hearing impairments offered to medical students in Brazil,"Nascimento, Maria Isabel do, Torres, Rhian Costa, Ribeiro, Klynsman Grisotto Faria",Revista Brasileira de Educação Médica; 46(1); -,Revista Brasileira de Educação Médica,"Português, Inglês",2022
S0100-55022022000100101-scl,Teste de Progresso da Abem: consolidando uma estratégia de avaliação para o ensino médico,"Oliveira, Sandro Schreiber de, Postal, Eduardo Arquimino, Afonso, Denise Herdy, Merss, Carlos Eduardo, Cyrino, Eliana Goldfarb, Abreu Junior, André Ferreira de, Batista, Nildo Alves",Revista Brasileira de Educação Médica; 46(1); -,Revista Brasileira de Educação Médica,Português,2022
S1414-81452022000100259-scl,Cateter venoso central de curta permanência: produção de vídeos educativos para a equipe de enfermagem,"Gorla, Bruna Caroline, Jorge, Beatriz Maria, Oliveira, Andressa Rueda de, Rocha, Liandra Aparecida Cezario, Assalin, Ana Carolina Belmonte, Girão, Fernanda Berchelli",Escola Anna Nery; 26(); -,Escola Anna Nery,"Português, Inglês",2022
S1983-40632022000100801-scl,"Effect of climate smart agricultural practices on food security among farming households in Kwara State, North-Central Nigeria","Adebisi, Luke Oloruntoba, Adebisi, Oluwaremilekun Ayobami, Jonathan, Asuquo, Oludare, Olufunke Tomisona, ODUM, Emmanuel Egbodo-Boheje",Pesquisa Agropecuária Tropical; 52(); -,Pesquisa Agropecuária Tropical,Inglês,2022
S0102-311X2022000405006-scl,Perception of discrimination due to sexual orientation and associated factors among men who have sex with men in 12 Brazilian cities,"Magno, Laio, Guimarães, Mark Drew Crosland, Leal, Andréa Fachel, Dourado, Ines, Knauth, Daniela Riva, Bermúdez, Ximena Pamela Díaz, Rocha, Gustavo Machado, Veras, Maria Amelia de Sousa Mascena, Kendall, Carl, Brito, Ana Maria de, Kerr, Ligia Regina Sansigolo",Cadernos de Saúde Pública; 38(4); -,Cadernos de Saúde Pública,Inglês,2022
S0034-71672022000500165-scl,Application of empathy map on educational actions carried out by nursing professionals,"Corrêa, Cíntia Eliane Costa, Lopes, Giovana Puchalski, Silva, Caroline Barbosa da, Paulin, Julyhe Nunes, Oliveira, Nathália Dias, Graeff, Murilo dos Santos, Lima, Ana Amélia Antunes, Paz, Adriana Aparecida",Revista Brasileira de Enfermagem; 75(4); -,Revista Brasileira de Enfermagem,"Português, Inglês",2022
S2237-96222022000100308-scl,"Qualidade da dieta de adolescentes da rede pública de ensino de um município do sul do Brasil: estudo transversal, 2019","Alves, Etiene Dias, Bortolotto, Caroline Cardozo, Peter, Nathalia Brandão, Kaufmann, Cristina Corrêa, Mintem, Gicele Costa, Bielemann, Renata Moraes, Muniz, Ludmila Correa",Epidemiologia e Serviços de Saúde; 31(1); -,Epidemiologia e Serviços de Saúde,"Português, Inglês",2022
S0100-55022022000100408-scl,Curriculum integration in the formative assessment of distance continuing medical education: the use of integrative activities,"Wander, Brenda, Fernandes, Alessandra Tavares Francisco, Daudt, Carmen Vera Giacobbo, Gomes, Marta Quintanilha, Pinto, Maria Eugênia Bresolin",Revista Brasileira de Educação Médica; 46(1); -,Revista Brasileira de Educação Médica,"Português, Inglês",2022
S1983-36522022000100218-scl,Mensuração do engajamento online de estudantes do ensino superior: uma revisão de escopo na literatura internacional,"Ortega, Fernanda da Cunha, Irala, Valesca Brasil",Texto Livre; 15(); -,Texto Livre,Português,2022
S1415-52732022000100307-scl,Attitudes and practice of Turkish mothers with babies between 0-24 months regarding infant nutrition: the Iowa Infant Feeding Attitude Scale,"ESKICI, Günay, KARAHAN YILMAZ, Sevil",Revista de Nutrição; 35(); -,Revista de Nutrição,Inglês,2022
S0103-05822022000100431-scl,Consumption of food groups and associated factors among children aged 6 to 23 months,"Siqueira, Ilanna Mirela Becker Jorge, Godinho, Ana Paula Kulig, de Oliveira, Elaine Cristina Vieira, Madruga, Fernanda Pons, Taconeli, Cesar Augusto, Almeida, Claudia Choma Bettega",Revista Paulista de Pediatria; 40(); -,Revista Paulista de Pediatria,"Português, Inglês",2022
S0303-76572022000100203-scl,Estresse no trabalho e níveis de hemoglobina glicada: o papel da escolaridade. Dados da linha de base do Estudo Longitudinal de Saúde do Adulto (ELSA-Brasil),"Santos, Raíla de Souza, Griep, Rosane Harter, Fonseca, Maria de Jesus Mendes da, Chor, Dóra, Santos, Itamar Souza, Melo, Enirtes Caetano Prates",Revista Brasileira de Saúde Ocupacional; 47(); -,Revista Brasileira de Saúde Ocupacional,"Português, Inglês",2022
S0080-62342022000100440-scl,Effectiveness of an educational video in older adults’ perception about falling risks: a randomized clinical trial,"Sá, Guilherme Guarino de Moura, Santos, Ana Maria Ribeiro dos, Carvalho, Khelyane Mesquita de, Galindo Neto, Nelson Miguel, Gouveia, Márcia Teles de Oliveira, Andrade, Elaine Maria Leite Rangel",Revista da Escola de Enfermagem da USP; 56(); -,Revista da Escola de Enfermagem da USP,"Português, Inglês",2022
S0102-311X2022000405013-scl,Incorporação de telessaúde na atenção primária à saúde no Brasil e fatores associados,"Sarti, Thiago Dias, Almeida, Ana Paula Santana Coelho",Cadernos de Saúde Pública; 38(4); -,Cadernos de Saúde Pública,Português,2022
S1413-24782022000100220-scl,Trabalho docente no ensino superior e desafios educacionais no mundo contemporâneo: uma reflexão com base no pensamento complexo,"Raupp, Bárbara",Revista Brasileira de Educação; 27(); -,Revista Brasileira de Educação,Português,2022
S1413-78522022000300200-scl,CORRELATION BETWEEN QUALITY OF LIFE AND THE CLINICAL RESULTS OF PATIENTS WITH LEPROSY WITH DROP FOOT AFTER TENDON TRANSFER,"Cohen, Jose Carlos, Rodrigues, Natália Coelho, Cabral, Elifaz de Freitas, Miranda, Silvana Teixeira de, Cunha, Antonio José Ledo Alves da, Gomes, Maria Katia",Acta Ortopédica Brasileira; 30(3); -,Acta Ortopédica Brasileira,Inglês,2022
S0102-46982022000100123-scl,O SISTEMA DE ENSINO AUSTRALIANO: UM OLHAR SOBRE AS DESIGUALDADES EDUCACIONAIS,"SANTOS, DANIELLE DE SOUSA, ZAN, DIRCE DJANIRA PACHECO E",Educação em Revista; 38(); -,Educação em Revista,"Português, Inglês",2022
S0104-11692022000100319-scl,Consenso Ibero-americano sobre Habilidades Comunicacionais para Estudantes de Graduação em Enfermagem,"Pérez-Martín, Ana María, García Madrid, Mercedes Gómez del Pulgar, Ruiz-Moral, Roger, Crespo-Cañizares, Almudena, Mena, Cristina García de Leonardo, Caballero-Martínez, Fernando",Revista Latino-Americana de Enfermagem; 30(); -,Revista Latino-Americana de Enfermagem,"Português, Inglês, Espanhol",2022
S0102-46982022000100119-scl,"Quando o Estado não chega: a eficácia de programas educacionais em assentamentos, comunidades indígenas e quilombolas","LOBO, CINARA ARAÚJO, BERNARDINO-COSTA, JOAZE",Educação em Revista; 38(); -,Educação em Revista,"Português, Inglês",2022
S0103-166X2022000101101-scl,How perspective-taking underlies creative thinking and the socio-emotional competency in trainings of drama pedagogy,"CELUME, Macarena-Paz, ZENASNI, Franck",Estudos de Psicologia (Campinas); 39(); -,Estudos de Psicologia (Campinas),Inglês,2022
S1984-22012022000100205-scl,SYNOPTIC REVIEW OF FORESTRY AND FOREST PRODUCTS TRADE AND PRODUCTION IN AFRICA,"Adesina, John Adekunle, Zhu, Jiangang",Mercator (Fortaleza); 21(); -,Mercator (Fortaleza),Inglês,2022
S1809-98232022000500203-scl,"Diabetes mellitus em idosos, prevalência e incidência: resultados do Estudo Fibra","Francisco, Priscila Maria Stolses Bergamo, Assumpção, Daniela de, Bacurau, Aldiane Gomes de Macedo, Silva, Diego Salvador Muniz da, Yassuda, Mônica Sanches, Borim, Flávia Silva Arbex",Revista Brasileira de Geriatria e Gerontologia; 25(5); -,Revista Brasileira de Geriatria e Gerontologia,"Português, Inglês",2022
S0104-07072022000100326-scl,PRE-FRAILTY IN OLDER ADULTS: PREVALENCE AND ASSOCIATED FACTORS,"Oliveira, Adriana Delmondes de, Reiners, Annelita Almeida de Oliveira, Azevedo, Rosemeiry Capriata Souza de, Silva, Kátia Moreira da, Silva, Ageo Mário Candido da",Texto & Contexto - Enfermagem; 31(); -,Texto & Contexto - Enfermagem,"Português, Inglês",2022
S0100-55022022000100220-scl,PrevTev: construção e validação de aplicativo móvel para orientações sobre tromboembolismo venoso,"Toledo, Thaís Ramos de Oliveira, Peres, Angela Lima, Barros, Pedro Edson Silva, Russo, Rafaela Costa, Carvalho, Lúcyo Wagner Torres de",Revista Brasileira de Educação Médica; 46(1); -,Revista Brasileira de Educação Médica,Português,2022
S2176-91332022000100314-scl,CONSTRUÇÃO E VALIDAÇÃO DE CARTILHA EDUCACIONAL SOBRE SAÚDE SEXUAL E REPRODUTIVA PARA CASAIS SORODISCORDANTES,"Frazão, Luisa Rayane Silva Bezerra, Gusmão, Tarcila Lima Alcântara de, Guedes, Tatiane Gomes",Cogitare Enfermagem; 27(); -,Cogitare Enfermagem,"Português, Inglês, Espanhol",2022
S1413-24782022000100218-scl,"Muda o governo, mudam as políticas? O caso da política nacional de educação especial","Rosa, Júlia Gabriele Lima da, Lima, Luciana Leite",Revista Brasileira de Educação; 27(); -,Revista Brasileira de Educação,"Português, Inglês",2022
S0103-33522022000200206-scl,"Covid-19, Fundeb e o populismo do governo Bolsonaro nas relações federativas","Vazquez, Daniel Arias, Schlegel, Rogerio",Revista Brasileira de Ciência Política; (38); -,Revista Brasileira de Ciência Política,Português,2022
S1809-98232022000500206-scl,"Avaliação de seguimento do Estudo Fibra: caracterização sociodemográfica, cognitiva e de fragilidade dos idosos em Campinas e Ermelino Matarazzo, SP","Neri, Anita Liberalesso, Melo, Ruth Caldeira de, Borim, Flávia Silva Arbex, Assumpção, Daniela de, Cipolli, Gabriela Cabett, Yassuda, Mônica Sanches",Revista Brasileira de Geriatria e Gerontologia; 25(5); -,Revista Brasileira de Geriatria e Gerontologia,"Português, Inglês",2022
S1983-36522022000100222-scl,O envolvimento cognitivo e o desempenho acadêmico do aluno do ensino secundário no modelo Flipped Classroom na educação a distância,"Ribeirinha, Teresa, Duarte, Bento Silva, Ribeirinha, Paulo, Alves, Regina",Texto Livre; 15(); -,Texto Livre,Português,2022
S0103-21002022000100364-scl,Desenvolvimento e avaliação de infográfico animado: medicação segura em saúde da criança,"Costa, Julia Ferreira da, Domingues, Aline Natalia, Fonseca, Luciana Mara Monti",Acta Paulista de Enfermagem; 35(); -,Acta Paulista de Enfermagem,"Português, Inglês",2022
S0103-51502022000100217-scl,"Effect of pompage on pain, disability and craniocervical position of female teachers - Randomized clinical trial","Andriollo, Débora Bonesso, Frigo, Letícia Fernandez, Cielo, Carla Aparecida",Fisioterapia em Movimento; 35(); -,Fisioterapia em Movimento,Inglês,2022
S0103-51502022000100218-scl,Use of the activities and participation profile to assess the functioning of physically inactive elderly,"Nascimento, Camila Maria Mendes, Oliveira, Ana Paula Silva de, Lima, Jonathas Carlos de, Lima, Ágata Rodrigues de, Lins, Carla Cabral dos Santos Accioly, Coriolano, Maria das Graças Wanderley de Sales",Fisioterapia em Movimento; 35(); -,Fisioterapia em Movimento,"Português, Inglês",2022
S0103-21002022000100350-scl,Jogo de tabuleiro sobre drogas psicoativas para pessoas com deficiência visual,"Grimaldi, Monaliza Ribeiro Mariano, Aguiar, Adriana Sousa Carvalho de, Almeida, Paulo César de, Lima, Morgama Mara Nogueira, Roscoche, Kariane Gomes Cezario, Oliveira, Paula Marciana Pinheiro de, Soares, Francisco Mayron Morais, Pagliuca, Lorita Marlena Freitag",Acta Paulista de Enfermagem; 35(); -,Acta Paulista de Enfermagem,"Português, Inglês",2022
S1517-97022022000100733-scl,Diferenças no desempenho acadêmico na UFMG: entre ingressantes via vestibular e via Enem,"Amaral, Iago, Golgher, André Braz",Educação e Pesquisa; 48(); -,Educação e Pesquisa,Português,2022
S0103-21002022000100361-scl,Validação de tecnologia educacional sobre tuberculose para adolescentes,"Nogueira, Laura Maria Vidal, Rodrigues, Ivaneide Leal Ataíde, Santos, Claudia Benedita dos, Silva, Marta Angélica Iossi, Pinheiro, Ana Kedma Correa, Vasconcelos, Eliane Maria Ribeiro de, Nascimento, Lucila Castanheira",Acta Paulista de Enfermagem; 35(); -,Acta Paulista de Enfermagem,"Português, Inglês",2022
S1982-61252022000100303-scl,Percepción social del aprovechamiento turístico en áreas naturales protegidas,"Arcos, Lucinda Arroyo, Canul, María de Jesús Moo, Pavón, Romano Gino Segrado",Revista Brasileira de Pesquisa em Turismo; 16(); -,Revista Brasileira de Pesquisa em Turismo,Espanhol,2022
S0080-62342022000100445-scl,Effects of an educational intervention with nursing professionals on approaches to hospitalized smokers: a quasi-experimental study,"Boni, Fernanda Guarilha, da Rosa, Yasmin Lorenz, Leite, Renata Meirelles, Lopes, Fernanda Machado, Echer, Isabel Cristina",Revista da Escola de Enfermagem da USP; 56(); -,Revista da Escola de Enfermagem da USP,"Português, Inglês",2022
S0103-863X2022000100401-scl,Evaluation of a Formative Intervention on Sexuality and Gender for Early Childhood Education Teachers,"Blankenheim, Thais, Pizzinato, Adolfo, Costa, Ângelo Brandelli",Paidéia (Ribeirão Preto); 32(); -,Paidéia (Ribeirão Preto),Inglês,2022
S0104-11692022000100320-scl,Exame Nacional de Desempenho dos Estudantes e a qualidade do ensino superior em saúde brasileiro,"Oliveira, Bruno Luciano Carneiro Alves de, Soares, Fabiana Alves, Silva, Aida Patrícia da Fonseca Dias, Cunha, Carlos Leonardo Figueiredo, Menegaz, Jouhanna do Carmo, Silva, Kênia Lara da",Revista Latino-Americana de Enfermagem; 30(); -,Revista Latino-Americana de Enfermagem,"Português, Inglês, Espanhol",2022
